velocity (km/s),HINSAV_data (K),HINSAV_fit (K),CNM1_data (K),CNM1_fit (K),           CNM2_data (K),CNM2_fit (K),CNM3_data (K),CNM3_fit (K),WNM_data (K),WNM_fit (K)
12.757250,0.000972,-0.000000,-0.004121,-0.005093,0.000972,0.000000,0.000470,-0.000502,0.004576,0.003604
12.857890,0.005626,-0.000000,0.001065,-0.004562,0.005627,0.000000,0.005208,-0.000418,0.009098,0.003471
12.958540,0.007106,-0.000000,0.003036,-0.004070,0.007106,0.000000,0.006759,-0.000347,0.010454,0.003348
13.059180,0.010523,0.000000,0.006906,-0.003618,0.010523,0.000000,0.010236,-0.000287,0.013756,0.003233
13.159820,0.010269,0.000000,0.007066,-0.003204,0.010269,0.000000,0.010032,-0.000237,0.013395,0.003125
13.260460,-0.000177,-0.000000,-0.003003,-0.002826,-0.000177,0.000000,-0.000371,-0.000195,0.002849,0.003026
13.361100,-0.012872,0.000000,-0.015356,-0.002484,-0.012872,0.000000,-0.013032,-0.000159,-0.009940,0.002932
13.461740,-0.015307,-0.000000,-0.017483,-0.002176,-0.015307,0.000000,-0.015438,-0.000130,-0.012462,0.002845
13.562380,-0.005639,-0.000000,-0.007538,-0.001899,-0.005639,0.000000,-0.005745,-0.000106,-0.002876,0.002764
13.663020,0.005145,0.000000,0.003494,-0.001651,0.005145,0.000000,0.005059,-0.000086,0.007832,0.002687
13.763660,0.005941,-0.000000,0.004510,-0.001431,0.005941,0.000000,0.005871,-0.000070,0.008555,0.002615
13.864300,-0.005095,-0.000000,-0.006331,-0.001236,-0.005095,0.000000,-0.005152,-0.000056,-0.002549,0.002546
13.964950,-0.008781,-0.000000,-0.009845,-0.001063,-0.008781,0.000000,-0.008826,-0.000045,-0.006300,0.002482
14.065590,0.000195,-0.000000,-0.000717,-0.000912,0.000195,0.000000,0.000159,-0.000036,0.002615,0.002420
14.166230,0.000904,0.000000,0.000124,-0.000780,0.000904,0.000000,0.000875,-0.000029,0.003265,0.002361
14.266870,-0.004633,0.000000,-0.005297,-0.000664,-0.004633,0.000000,-0.004656,-0.000023,-0.002329,0.002304
14.367510,-0.001405,0.000000,-0.001970,-0.000564,-0.001405,0.000000,-0.001424,-0.000018,0.000844,0.002250
14.468150,0.003849,0.000000,0.003372,-0.000478,0.003849,0.000000,0.003835,-0.000015,0.006046,0.002197
14.568790,0.007341,0.000000,0.006938,-0.000403,0.007341,0.000000,0.007330,-0.000012,0.009487,0.002146
14.669430,0.007790,0.000000,0.007452,-0.000339,0.007790,0.000000,0.007781,-0.000009,0.009887,0.002097
14.770070,0.000182,0.000000,-0.000102,-0.000284,0.000182,0.000000,0.000175,-0.000007,0.002231,0.002049
14.870710,-0.000644,0.000000,-0.000882,-0.000237,-0.000644,0.000000,-0.000650,-0.000006,0.001358,0.002002
14.971360,0.004085,-0.000000,0.003887,-0.000198,0.004085,0.000000,0.004080,-0.000004,0.006041,0.001956
15.072000,0.002148,-0.000000,0.001983,-0.000164,0.002148,0.000000,0.002144,-0.000003,0.004059,0.001911
15.172640,0.000946,-0.000000,0.000811,-0.000136,0.000946,0.000000,0.000944,-0.000003,0.002813,0.001867
15.273280,0.000687,-0.000000,0.000574,-0.000112,0.000687,0.000000,0.000684,-0.000002,0.002510,0.001824
15.373920,0.001625,-0.000000,0.001533,-0.000092,0.001625,0.000000,0.001623,-0.000002,0.003406,0.001781
15.474560,0.000843,-0.000000,0.000767,-0.000076,0.000843,0.000000,0.000842,-0.000001,0.002582,0.001739
15.575200,-0.003108,0.000000,-0.003170,-0.000062,-0.003108,0.000000,-0.003109,-0.000001,-0.001410,0.001698
15.675840,-0.001473,-0.000000,-0.001523,-0.000050,-0.001473,0.000000,-0.001473,-0.000001,0.000185,0.001657
15.776480,-0.000557,0.000000,-0.000598,-0.000041,-0.000557,0.000000,-0.000557,-0.000001,0.001061,0.001617
15.877120,-0.001765,-0.000000,-0.001798,-0.000033,-0.001765,0.000000,-0.001765,-0.000000,-0.000187,0.001578
15.977760,0.002405,-0.000000,0.002379,-0.000027,0.002405,0.000000,0.002405,-0.000000,0.003944,0.001539
16.078410,0.002974,-0.000000,0.002953,-0.000022,0.002974,0.000000,0.002974,-0.000000,0.004475,0.001501
16.179050,-0.005622,-0.000000,-0.005639,-0.000017,-0.005622,0.000000,-0.005622,-0.000000,-0.004159,0.001463
16.279690,-0.012915,-0.000000,-0.012929,-0.000014,-0.012915,0.000000,-0.012916,-0.000000,-0.011489,0.001426
16.380330,-0.005775,0.000000,-0.005786,-0.000011,-0.005775,0.000000,-0.005776,-0.000000,-0.004386,0.001389
16.480970,0.003665,0.000000,0.003656,-0.000009,0.003665,0.000000,0.003665,-0.000000,0.005018,0.001353
16.581610,-0.000591,-0.000000,-0.000598,-0.000007,-0.000591,0.000000,-0.000591,-0.000000,0.000727,0.001318
16.682250,-0.005893,0.000000,-0.005899,-0.000005,-0.005893,0.000000,-0.005893,-0.000000,-0.004610,0.001283
16.782890,-0.006731,-0.000000,-0.006736,-0.000004,-0.006731,0.000000,-0.006731,-0.000000,-0.005482,0.001249
16.883530,-0.011033,0.000000,-0.011036,-0.000003,-0.011033,0.000000,-0.011033,-0.000000,-0.009818,0.001215
16.984170,-0.013493,-0.000000,-0.013496,-0.000003,-0.013493,0.000000,-0.013493,-0.000000,-0.012311,0.001182
17.084820,-0.007720,0.000000,-0.007722,-0.000002,-0.007720,0.000000,-0.007720,-0.000000,-0.006570,0.001149
17.185460,-0.003551,-0.000000,-0.003553,-0.000002,-0.003551,0.000000,-0.003551,-0.000000,-0.002434,0.001117
17.286100,-0.003727,-0.000000,-0.003728,-0.000001,-0.003727,0.000000,-0.003727,-0.000000,-0.002641,0.001086
17.386740,-0.001790,-0.000000,-0.001791,-0.000001,-0.001790,0.000000,-0.001790,-0.000000,-0.000735,0.001055
